threshold,f1,precision,recall,ap,pred_rate,method,features,seconds
0.1224445030093193,0.8944337811895198,0.9282868525896414,0.8629629629629629,0.9490402710839532,0.045736151603498545,XGBoost temporal,temporal,43.9
0.015997206487157602,0.8594059405935617,0.9234042553191489,0.8037037037037037,0.8495806024131111,0.04282069970845481,ExtraTrees temporal baseline,temporal,37.2
0.018866367638111115,0.8512241054608937,0.8659003831417624,0.837037037037037,0.9249518055500751,0.04755830903790088,XGBoost raw,raw,17.5
1.126630201581256e-06,0.64541832669273,0.6982758620689655,0.6,0.5967539027151496,0.04227405247813411,LightGBM temporal,temporal,139.8
5.042955545139459e-05,0.5649999999995612,0.8692307692307693,0.4185185185185185,0.5732187983113323,0.023688046647230322,LightGBM raw,raw,158.9
