threshold,f1,precision,recall,ap,pred_rate,window,train_size,val_size,train_pos,val_pos,blend_method,status
2.3288073862204328e-05,0.18453188602398415,0.13682092555331993,0.2833333333333333,0.08599210190293687,0.09056122448979592,0~91 -> 91~95,124844,5488,30,240,0.80*ET + 0.20*XGBoost temporal,ok
0.0001597211667103693,0.7772357723572237,0.7587301587301587,0.7966666666666666,0.7891802579474627,0.05739795918367347,0~92 -> 92~96,126216,5488,60,300,0.80*ET + 0.20*XGBoost temporal,ok
0.017902442449263964,0.8664259927792868,0.9448818897637795,0.8,0.907463792843162,0.04628279883381924,0~93 -> 93~97,127588,5488,120,300,0.80*ET + 0.20*XGBoost temporal,ok
0.03356328032612801,0.8986615678771296,0.9288537549407114,0.8703703703703703,0.936965154538696,0.04610058309037901,0~94 -> 94~98,128960,5488,180,270,0.80*ET + 0.20*XGBoost temporal,ok
0.07975966861000378,0.9179687499995015,0.9710743801652892,0.8703703703703703,0.9570310963449407,0.044096209912536447,0~95 -> 95~99,130332,5488,270,270,0.80*ET + 0.20*XGBoost temporal,ok
0.04811932354350932,0.9598308668071112,0.9742489270386266,0.9458333333333333,0.980061803787838,0.04245626822157434,0~95 -> 95~99,131018,5488,300,240,0.80*ET + 0.20*XGBoost temporal,ok
0.0555338720426759,0.9685230024208077,0.9852216748768473,0.9523809523809523,0.9808203062718792,0.036989795918367346,0~96 -> 96~100,131704,5488,360,210,0.80*ET + 0.20*XGBoost temporal,ok
